Name,Draft Year,Height w/o Shoes,Height w/shoes,Weight,Wingspan,Reach,Body Fat,Hand Length,Hand Width,No Step Vert,No Step Vert Reach,Max Vert,Max Vert Reach,Bench,Agility,Sprint,Rank,Drafted
Brian Boddicker ,2004,"6' 7.5""","6' 8.75""",230,"6' 10""","8' 9.5""",NA,0,0,28,"11' 1.5""",30,"11' 3.5""",16,10.93,3.25,23,No
Wesley Witherspoon ,2012,"6' 7.5""",NA,215,"6' 10""",NA,NA,0,0,29.3,NA,NA,NA,NA,11.17,3.41,NA,No
Elias Harris ,2013,"6' 7.5""","6' 8.5""",238,"6' 10""","8' 8""",12,8,8.75,32,"11' 4""",38,"11' 10""",14,11.27,3.26,NA,No
Takais Brown ,2008,"6' 7.25""","6' 8.5""",252,"6' 10""","8' 10""",9.2,0,0,29,"11' 3""",31,"11' 5""",22,12.47,3.25,NA,No
DeMarre Carroll ,2009,"6' 7.25""","6' 9""",210,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27
Josh Jackson ,2014,"6' 7.20""","6' 7.5""",193,"6' 10""","8' 9""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Aaron McGhee ,2002,"6' 7""","6' 8""",255,"6' 10""","8' 9.5""",NA,0,0,26,"10' 11.5""",28.5,"11' 2""",NA,12.24,NA,78,No
Qyntel Woods ,2002,"6' 7""","6' 8.5""",213,"6' 10""","8' 9""",NA,0,0,33.5,"11' 6.5""",34.5,"11' 7.5""",2,11.94,3.23,41,21
Raymar Morgan ,2010,"6' 7""",NA,223,"6' 10""","8' 8.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Marcus Morris ,2011,"6' 7""","6' 8.75""",230,"6' 10""","8' 9.5""",8,8.25,8.5,29,"11' 2.5""",33,"11' 6.5""",11,NA,3.15,NA,14
Perry Ellis ,2010,"6' 7""",NA,211,"6' 10""","8' 7""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alan Wiggins ,2007,"6' 7""","6' 8""",234,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Samir Sehic ,2013,"6' 7""",NA,256,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shawntrez Davis ,2013,"6' 7""",NA,202,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaiah Armwood ,2014,"6' 7""",NA,200,"6' 10""","8' 10""",NA,0,0,28.5,"11' 2.5""",NA,NA,NA,10.97,3.31,NA,No
Berkay Candan ,2014,"6' 7""","6' 8.25""",211,"6' 10""","8' 11""",NA,0,0,21.5,"10' 8.5""",24.5,"10' 11.5""",NA,11.93,3.52,NA,No
Tomas Murphy ,2014,"6' 7""",NA,210,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Eric Curry ,2014,"6' 7""",NA,193,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Reyshawn Terry ,2007,"6' 6.75""","6' 7.5""",222,"6' 10""","8' 7.5""",8.9,0,0,31,"11' 2.5""",37.5,"11' 9""",18,11.76,3.26,11,44
Adam Morrison ,2006,"6' 6.5""","6' 7.75""",198,"6' 10""","8' 9""",6.8,0,0,25.5,"10' 10.5""",30.5,"11' 3.5""",11,11.46,3.37,59,3
Hollis Thompson ,2011,"6' 6.5""","6' 8.5""",201,"6' 10""","8' 8""",5.3,9.5,0,28,"11' 0""",30,"11' 2""",NA,9.21,4.1,NA,No
T.J. Robinson ,2012,"6' 6.5""",NA,214,"6' 10""",NA,NA,0,0,29.3,NA,NA,NA,NA,11.91,3.27,NA,No
Reginald Perry ,2014,"6' 6.5""","6' 7.25""",197,"6' 10""","8' 8""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
LeBryan Nash ,2015,"6' 6.5""",NA,232,"6' 10""","8' 6""",NA,0,0,32,"11' 2""",NA,NA,NA,6.33,3.4,NA,No
Demarre Carroll ,2009,"6' 6.25""","6' 7.75""",207,"6' 10""","8' 9""",6.3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,27
Curtis Withers ,2006,"6' 6""","6' 6.5""",227,"6' 10""","8' 5""",5,0,0,35,"11' 4""",36.5,"11' 5.5""",14,11.54,3.1,10,No
Ron Slay ,2003,"6' 6""","6' 7""",236,"6' 10""","8' 7.5""",16.3,0,0,28.5,"11' 0""",31.5,"11' 3""",10,12.01,3.43,62,No
Ceedric Goodwyn ,2000,"6' 6""","6' 7.25""",238,"6' 10""","8' 8.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,65,No
Jabari Parker ,2010,"6' 6""",NA,235,"6' 10""","8' 6""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Marcellus Sommerville ,2006,"6' 6""","6' 7.5""",218,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Giffey Niels ,2014,"6' 6""","6' 7""",200,"6' 10""","8' 6.5""",NA,0,0,29.5,"11' 0""",30.5,"11' 1""",NA,11.16,3.49,NA,No
Derrick Walker ,2014,"6' 6""",NA,209,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cordell Pemsl ,2014,"6' 6""",NA,230,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Justise Winslow ,2014,"6' 6""",NA,229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Michael Barber ,2014,"6' 5.75""","6' 6.75""",188,"6' 10""","8' 8""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarell Eddie ,2015,"6' 5.75""","6' 7""",223,"6' 10""","8' 8""",NA,0,0,24,"10' 8""",31,"11' 3""",NA,11.95,3.44,NA,No
Chuck Hayes ,2005,"6' 5.5""","6' 6.75""",232,"6' 10""","8' 8.5""",NA,0,0,30,"11' 2.5""",33,"11' 5.5""",20,10.7,3.34,6,No
J.R. Smith ,2004,"6' 5.5""","6' 6.75""",227,"6' 10""","8' 8""",NA,0,0,29,"11' 1""",35.5,"11' 7.5""",5,10.93,3.21,35,18
Julyan Stone ,2011,"6' 5.5""","6' 6.5""",206,"6' 10""","8' 6.5""",8.2,9.5,0,30.5,"11' 1""",35.5,"11' 6""",NA,9.07,3.91,NA,No
Amir Garrett ,2010,"6' 5.5""",NA,189,"6' 10""","8' 5.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Weems ,2012,"6' 5.5""",NA,223,"6' 10""",NA,NA,0,0,34.8,NA,NA,NA,NA,11.8,3.38,NA,No
De'Mon Brooks ,2014,"6' 5.5""",NA,217,"6' 10""","8' 7.5""",NA,0,0,26.5,"10' 10""",NA,NA,NA,11.51,3.38,NA,No
Glenn Robinson ,2014,"6' 5.5""","6' 6.75""",211,"6' 10""","8' 4.5""",5.1,9,9.5,36.5,"11' 5""",41.5,"11' 10""",NA,11.22,3.15,NA,40
DJ Williams ,2014,"6' 5.5""","6' 6.75""",201,"6' 10""","8' 8""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brandon Johns ,2014,"6' 5.5""","6' 7""",190,"6' 10""","8' 9""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
DJ Williams ,2014,"6' 5.5""","6' 6.5""",212,"6' 10""","8' 8.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Royce O'Neale ,2015,"6' 5.5""",NA,220,"6' 10""","8' 8""",NA,0,0,25,"10' 9""",NA,NA,NA,5.4,3.3,NA,No
Bernard Robinson ,2004,"6' 5.25""","6' 6.5""",208,"6' 10""","8' 6""",NA,0,0,28.5,"10' 10.5""",34.5,"11' 4.5""",14,10.91,3.17,12,45
Marquis Daniels ,2003,"6' 5.25""","6' 6.75""",198,"6' 10""","8' 7.5""",4,0,0,30.5,"11' 2""",35,"11' 6.5""",6,11.62,3.25,46,No
Danny Green ,2009,"6' 5.25""","6' 6.5""",208,"6' 10""","8' 7""",5.6,0,0,29,"11' 0""",33,"11' 4""",15,11.3,3.3,NA,46
Alonzo Gee ,2009,"6' 5.25""","6' 6.5""",225,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tony Mitchell ,2012,"6' 5.25""","6' 6.25""",216,"6' 10""","8' 4""",5.7,8.5,10,31.5,"10' 11.5""",40,"11' 8""",14,11.72,3.47,NA,No
J.P. Tokoto ,2015,"6' 5.25""","6' 6.25""",196,"6' 10""","8' 4.5""",4.1,8,8.75,34.5,"11' 3""",40,"11' 8.5""",NA,11.01,3.27,NA,No
Dior Lowhorn ,2010,"6' 5""",NA,239,"6' 10""","8' 5.75""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alec Burks ,2011,"6' 5""","6' 6""",193,"6' 10""","8' 7.5""",5.1,9,8.25,29,"11' 0.5""",36,"11' 7.5""",5,10.96,3.17,NA,12
J.P. Tokoto ,2010,"6' 5""",NA,178,"6' 10""","8' 4""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Evans ,2013,"6' 5""",NA,220,"6' 10""","8' 7.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Deshaun Thomas ,2013,"6' 5""","6' 7""",220,"6' 10""","8' 8""",9.1,8,8.75,28.5,"11' 0.5""",32,"11' 4""",5,12.94,3.53,NA,58
Malachai Richardson ,2013,"6' 5""",NA,193,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Swopshire ,2012,"6' 5""",NA,188,"6' 10""","8' 7.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Morris Almond ,2006,"6' 4.75""","6' 6""",214,"6' 10""","8' 6.5""",6.9,0,0,31,"11' 1.5""",35.5,"11' 6""",13,11.45,3.19,19,25
MiKyle McIntosh ,2012,"6' 4.75""",NA,222,"6' 10""","8' 7""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Cartier Martin ,2007,"6' 4.5""","6' 6.5""",218,"6' 10""","8' 7.5""",5.6,0,0,27,"10' 10.5""",29.5,"11' 1""",11,12.1,3.43,64,No
Rodney Carney ,2006,"6' 4.5""","6' 5.75""",204,"6' 10""","8' 7.5""",5.3,0,0,32,"11' 3.5""",38.5,"11' 10""",10,10.57,3.06,5,16
Danny Green ,2008,"6' 4.5""","6' 6""",207,"6' 10""","8' 4.5""",5.2,0,0,NA,NA,NA,NA,14,NA,NA,NA,46
Jamal Crawford ,2000,"6' 4.5""","6' 5.5""",175,"6' 10""","8' 6.5""",NA,0,0,NA,NA,NA,NA,,NA,NA,64,8
Patrick Christopher ,2010,"6' 4.5""",NA,215,"6' 10""","8' 5.75""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Alex Franklin ,2010,"6' 4.5""",NA,231,"6' 10""","8' 8""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
David Moss ,2006,"6' 4.5""","6' 5.5""",198,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,109
Justin Cage ,2007,"6' 4.5""","6' 5.5""",229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mardy Collins ,2006,"6' 4.25""","6' 5.5""",224,"6' 10""","8' 7""",10,0,0,31.5,"11' 2.5""",37.5,"11' 8.5""",9,12,3.27,33,29
Jonte Flowers ,2008,"6' 4.25""","6' 5""",286,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Nick George ,2006,"6' 4""","6' 5.75""",201,"6' 10""","8' 7""",6,0,0,30.5,"11' 1.5""",38,"11' 9""",14,11.69,3.25,24,No
Sonny Weems ,2008,"6' 4""","6' 5.5""",193,"6' 10""","8' 8""",4.4,0,0,29,"11' 1""",36.5,"11' 8.5""",12,10.58,2.96,NA,39
Joe Shipp ,2003,"6' 4""","6' 5.25""",224,"6' 10""","8' 7""",11.7,0,0,29,"11' 0""",34.5,"11' 5.5""",17,11.75,3.2,19,No
Aaron Brown ,2010,"6' 4""",NA,201,"6' 10""","8' 2""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Faust ,2010,"6' 4""",NA,174,"6' 10""","8' 4""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dezmine Wells ,2010,"6' 4""",NA,218,"6' 10""","8' 4""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Larry Anderson ,2012,"6' 3.75""",NA,211,"6' 10""",NA,NA,0,0,27.3,NA,NA,NA,NA,11.56,3.25,NA,No
Larry Anderson ,2012,"6' 3.75""","6' 5.25""",210,"6' 10""","8' 5.25""",10.7,9.38,0,28.8,"10' 10.05""",32.8,"11' 2.05""",15,11.02,3.3,NA,No
Misan Nikagbatse ,2004,"6' 3.5""","6' 4.75""",223,"6' 10""","8' 6""",NA,0,0,27.5,"10' 9.5""",32.5,"11' 2.5""",11,11.27,3.32,39,No
Archie Goodwin ,2012,"6' 3.5""","6' 5""",195,"6' 10""","8' 4.5""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29
Antoine Jordan ,2006,"6' 3.5""","6' 4.5""",194,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Brian Laing ,2008,"6' 3.5""","6' 5""",229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jordan Adams ,2014,"6' 3.5""","6' 4.75""",209,"6' 10""","8' 6""",10.8,8.5,7.5,24.5,"10' 6.5""",29.5,"10' 11.5""",NA,12.13,3.5,NA,22
Earnest Ross ,2014,"6' 3.5""","6' 4.5""",231,"6' 10""","8' 6""",8.1,9,10,28,"10' 10""",33.5,"11' 3.5""",20,11.41,3.26,NA,No
Rakim Sanders ,2012,"6' 3""","6' 5""",234,"6' 10""","8' 7""",10.7,10.13,0,31.5,"11' 2.5""",35,"11' 6""",16,12.23,3.21,NA,No
Dion Harris ,2007,"6' 3""","6' 4""",212,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Reggie Todd ,2014,"6' 3""",NA,187,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Smush Parker ,2002,"6' 2.5""","6' 4""",179,"6' 10""","8' 11.5""",NA,0,0,21,"10' 8.5""",28.5,"11' 4""",1,12.3,3.26,71,No
Austin Freeman ,2011,"6' 2.5""","6' 3.5""",226,"6' 10""","8' 4.5""",13.1,9.5,0,29.5,"10' 10""",35.5,"11' 4""",NA,8.91,4.07,NA,No
Geron Johnson ,2015,"6' 2.5""","6' 4""",208,"6' 10""","8' 4.5""",NA,0,0,28,"10' 8.5""",38,"11' 6.5""",NA,11.15,3.17,NA,No
Myck Kabongo ,2010,"6' 2""",NA,168,"6' 10""","8' 0""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zabian Dowdell ,2007,"6' 1.5""","6' 3""",191,"6' 10""","8' 4""",5.1,0,0,30,"10' 10""",33.5,"11' 1.5""",3,11.13,3.29,55,No
Anthony Marshall ,2013,"6' 1.5""",NA,199,"6' 10""","8' 4.5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
IV Baldwin ,2012,"6' 1.5""",NA,177,"6' 10""","8' 5""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Bracey Wright ,2005,"6' 1.25""","6' 2.5""",187,"6' 10""","8' 4.5""",NA,0,0,30,"10' 10.5""",36,"11' 4.5""",8,11.58,3.27,44,47
DeMarcus Nelson ,2008,"6' 1""","6' 2.25""",196,"6' 10""","8' 2.5""",4.5,0,0,34.5,"11' 1""",38.5,"11' 5""",19,10.54,3.13,NA,No
Rashad Wright ,2004,"6' 0.5""","6' 1.75""",190,"6' 10""","8' 2.5""",NA,0,0,28.5,"10' 7""",32.5,"10' 11""",10,11.15,3.28,36,59
Cliff Hammonds ,2008,"6' 0.25""","6' 2.5""",200,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Edwin Ubiles ,2009,NA,"6' 6.5""",198,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Justin Martin ,2009,NA,"6' 6""",191,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Edwin Ubiles ,2009,NA,"6' 6.5""",198,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Perry Ellis ,2010,NA,"6' 8""",212,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kris Joseph ,2010,NA,"6' 7""",217,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51
Perry Ellis ,2010,NA,"6' 8""",212,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
William Buford ,2010,NA,"6' 5""",209,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Julius Randle ,2011,NA,"6' 9""",243,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Jay Simpson ,2011,NA,"6' 10""",263,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khris Middleton ,2011,NA,"6' 8""",211,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
Tony Mitchell ,2011,NA,"6' 7""",221,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Devonta Pollard ,2011,NA,"6' 8""",192,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodney Williams ,2011,NA,"6' 7""",204,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gilchrist ,2011,NA,"6' 7.5""",228,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
Khris Middleton ,2011,NA,"6' 7.5""",211,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39
Julius Randle ,2011,NA,"6' 9""",243,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
Wayne Selden ,2011,NA,"6' 6""",223,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jay Simpson ,2011,NA,"6' 10""",263,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rodney Williams ,2011,NA,"6' 6.5""",204,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dario Saric ,2012,NA,"6' 10""",223,"6' 10""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
Donte Greene ,2007,NA,"6' 10""",NA,"6' 10""","9' 1""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,28
Kyle Singler ,2007,NA,"6' 9""",NA,"6' 10""","9' 0""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,33
Wayne Selden ,2012,NA,"6' 5""",229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Leron Black ,2012,NA,"6' 7""",207,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shannon Hale ,2012,NA,"6' 8.5""",209,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jermaine Lawrence ,2012,NA,"6' 9""",201,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mason Plumlee ,2012,NA,"6' 11.5""",240,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22
Wayne Selden ,2012,NA,"6' 5""",229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Theo Pinson ,2012,NA,"6' 5.5""",181,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Shannon Hale ,2012,NA,"6' 8.5""",209,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Mason Plumlee ,2012,NA,"6' 11.5""",240,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,22
Tyler Harris ,2013,NA,"6' 8""",204,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Theo Pinson ,2013,NA,"6' 6.5""",182,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terry Larrier ,2013,NA,"6' 7""",172,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Reid Travis ,2013,NA,"6' 7""",228,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
William Lee ,2013,NA,"6' 8""",192,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Payton Dastrup ,2013,NA,"6' 9""",218,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Isaiah Sykes ,2013,NA,"6' 5""",208,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jaylen Brown ,2013,NA,"6' 7""",207,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Payton Dastrup ,2013,NA,"6' 9""",218,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terry Larrier ,2013,NA,"6' 7""",172,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
William Lee ,2013,NA,"6' 8""",192,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Reid Travis ,2013,NA,"6' 7""",228,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tyler Harris ,2013,NA,"6' 8""",204,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Stanley Johnson ,2013,NA,"6' 7""",237,"6' 10""","8' 6""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jason Tatum ,2013,NA,"6' 7""",190,"6' 10""","8' 9""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
D.J. Williams ,2013,NA,"6' 6.5""",204,"6' 10""","8' 4""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
James Birsen ,2014,NA,"6' 10""",223,"6' 10""","8' 9""",NA,8.75,10,NA,NA,NA,NA,NA,NA,NA,NA,No
Justise Winslow ,2014,NA,"6' 6""",221,"6' 10""","8' 7""",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
Jarell Martin ,2014,NA,"6' 7.5""",242,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Jonathan Holmes ,2014,NA,"6' 8.5""",254,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Perry Ellis ,2014,NA,"6' 8""",222,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
V.J. King ,2014,NA,"6' 6""",187,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Re'Kwon Smith ,2014,NA,"6' 7.5""",187,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Terran Petteway ,2014,NA,"6' 6""",215,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Sam Dekker ,2014,NA,"6' 9""",229,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Vincent Hunter ,2014,NA,"6' 8""",200,"6' 10""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Tai Wynyard ,2015,NA,"6' 10""",263,"6' 10""","8' 10.5""",NA,9,9.75,NA,NA,NA,NA,NA,NA,NA,NA,No
Jason Smith ,2007,"6' 10.75""","6' 11.5""",233,"6' 10.75""","8' 10""",7.5,0,0,33.5,"11' 7.5""",37.5,"11' 11.5""",15,10.96,3.29,8,20
Cody Zeller ,2013,"6' 10.75""","7' 0.25""",230,"6' 10.75""","8' 10""",4.8,8.5,10.5,35.5,"11' 9.5""",37.5,"11' 11.5""",17,10.82,3.15,NA,4
Nemanja Aleksandrov ,2009,"6' 10.25""","6' 11.5""",223,"6' 10.75""","8' 11""",NA,0,0,24,"10' 11""",29,"11' 4""",NA,NA,3.75,NA,No
Britton Johnsen ,2003,"6' 10""","6' 10.75""",212,"6' 10.75""","8' 11.5""",7.3,0,0,26.5,"11' 2""",32.5,"11' 8""",13,10.67,3.08,15,No
Jiri Hubalek ,2008,"6' 9.5""","6' 11""",226,"6' 10.75""","9' 1""",8.8,0,0,20.5,"10' 9.5""",26,"11' 3""",2,12.26,3.54,NA,No
Michael Ignerski ,2003,"6' 9.5""","6' 11""",232,"6' 10.75""","8' 11""",10.5,0,0,26.5,"11' 1.5""",33,"11' 8""",10,11.21,3.13,29,No
Kimani Ffriend ,2001,"6' 9.5""","6' 10.25""",228,"6' 10.75""","9' 0.5""",NA,0,0,32,"11' 8.5""",33,"11' 9.5""",9,11.46,3.09,24,No
Anton Ponomarev ,2009,"6' 9.5""","6' 10.75""",228,"6' 10.75""","8' 11""",NA,0,0,0,NA,0,NA,NA,NA,3.72,NA,No
Leo Lyons ,2009,"6' 9""","6' 9.75""",240,"6' 10.75""",NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Greg Mangano ,2012,"6' 9""",NA,231,"6' 10.75""",NA,NA,0,0,23.5,NA,NA,NA,NA,11.73,3.52,NA,No
Louis Labeyrie ,2012,"6' 9""","6' 9.75""",191,"6' 10.75""","8' 11""",NA,0,0,28.5,"11' 3.5""",32,"11' 7""",NA,11.32,3.49,NA,57
Louis Labeyrie ,2014,"6' 9""","6' 10""",NA,"6' 10.75""","8' 11.5""",NA,0,0,29,"11' 4.5""",31,"11' 6.5""",NA,11.48,3.5,NA,57
Maxi Kleber ,2012,"6' 8.75""","6' 10""",211,"6' 10.75""","8' 11""",NA,0,0,28.5,"11' 3.5""",33.5,"11' 8.5""",NA,11.92,3.38,NA,No
Peter Miller ,2012,"6' 8.5""",NA,207,"6' 10.75""","8' 11""",NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,No
Markieff Morris ,2011,"6' 7.75""","6' 9.25""",241,"6' 10.75""","8' 10.5""",10.2,8.5,8.25,27,"11' 1.5""",31.5,"11' 6""",11,NA,3.4,NA,13
Darrell Arthur ,2008,"6' 7.5""","6' 8.5""",216,"6' 10.75""","8' 11""",7.3,0,0,28.5,"11' 3.5""",30,"11' 5""",12,12.18,3.14,NA,27
